,oid,timestamp,rpid,uid,uname,content,likes,replies
551,1903026340,1713027445,216761382832,851003,区区一蛆蛆,本来阿逼跟阿抖也并不是竞品，老二次元一样能接受早期的抖音，以前抖音刚出现的时候大家都是奔着技术运镜去的，当时看真的潮爆了，直到“拍同款”持续贡献狗市BGM的出现，生态变成记录霉蒿牲活之后就再也不爱玩了[藏狐],8,0
827,1903026340,1712993626,216677169984,344778862,音烁妖妖,哇塞，好像看了一部碟中谍[星星眼],0,0
667,1903026340,1713012344,216722090880,3546556793883412,面具纸人,我靠，他们还能表达不满？,1,0
799,1903026340,1712998370,216687172976,3493074627988043,师傅有何贵干,@刘潇洒sa 哇…？,0,1
438,1903026340,1713062569,216798081456,449606450,-SJN,最佩服的国外博主,0,0
1015,1903026340,1712976938,216639300752,503601789,妻のかとうめぐみ,[doge],0,0
354,1903026340,1713072772,216824017584,1084316691,原创的,禁得好，抖音没什么正经事正经人，把下一代都教坏了，建议国内也禁了吧,2,1
1597,1903026340,1712896758,216501304736,14590114,kocmoca,这不比好莱坞和迪士尼好看多了,1,0
678,1903026340,1713011681,216720234192,283699162,新时代楷模-,活该,0,0
985,1903026340,1712979989,216645913920,9675430,ISLAND213,原来抖音出了美颜还有其他特效啊[doge],4,0
1615,1903026340,1712894837,216496506416,76417596,折射深谷,最后的声音像是拜登 太强了,3367,10
1622,1903026340,1712894235,216495146656,111160720,一高兴就喝水,@逗川今天更新了吗,1,1
98,1903026340,1713161458,216980946576,15296550,海南最后一只霸王龙,1分37秒那个医生！超喜欢他,0,0
1607,1903026340,1712895902,216499039088,7922325,樱桃友藏の小棉袄,太有创意啦,0,0
52,1903026340,1713178995,217015646384,444446663,有个散说_,@Amber_Maid 有意思,0,0
1023,1903026340,1712976336,216637994704,1044437199,即使远山长,这视频太棒了,1,0
1654,1903026340,1712892678,216491955456,241617961,冰山只露一角,太会整活儿啦！不到百万的不抓[doge],2367,5
826,1903026340,1712993955,216677885776,376705598,不到7级不改名か,这不就是封禁内涵段子的时候吗？就是不知道提可托克会不会胜利[难过],2,0
1333,1903026340,1712942249,216604787280,396603063,云果吃糖朵,如果国内也是这种而不是那种大妈笑，我也不会对这个**软件反感，尤其是公共场合外放的[藏狐],1,1
835,1903026340,1712992418,216674730352,1921767504,Secret丿KD,tiktok侠,0,0
1614,1903026340,1712895023,216496851984,1468106881,犬神QXQ,说起来我个人挺烦抖音的，里面啥妖魔鬼怪都有,0,0
1109,1903026340,1712973261,216632026704,2005674350,不太聪明的灰太狼,支持禁止，反正我也用不了,0,0
1534,1903026340,1712910400,216527750928,302508224,窝在被子里的小熊,牛啊！太有创意了！我们需要TITOK,24,0
